,scores0,scores1
12150,119.388,168.621
12151,119.489,169.342
12152,119.873,168.337
12153,119.655,168.376
12154,119.316,167.623
12155,119.065,168.323
12156,118.92,168.454
12157,118.569,167.952
12158,118.354,168.099
12159,118.417,167.643
12160,118.249,167.392
12161,118.089,167.35
12162,117.98,166.557
12163,117.349,166.889
12164,117.537,167.058
12165,118.088,166.864
12166,118.269,166.668
12167,118.229,166.517
12168,118.23,167.386
12169,117.989,167.895
12170,118.082,167.936
12171,118.068,168.195
12172,118.486,168.432
12173,118.353,168.871
12174,118.363,169.208
12175,117.61,169.167
12176,117.53,169.185
12177,117.43,169.235
12178,117.892,169.45
12179,117.892,169.668
12180,117.157,169.999
12181,117.839,169.875
12182,117.442,168.591
12183,117.009,169.244
12184,116.911,169.534
12185,117.088,169.315
12186,117.594,168.401
12187,118.048,169.166
12188,118.376,169.727
12189,118.53,169.833
12190,118.291,170.287
12191,118.727,170.827
12192,119.083,170.707
12193,119.247,170.588
12194,119.006,170.112
12195,118.95,170.053
12196,119.515,170.335
12197,119.474,169.593
12198,119.16,169.949
12199,119.44,170.603
12200,118.948,168.614
12201,118.547,168.215
12202,118.952,167.528
12203,118.402,166.848
12204,118.457,166.945
12205,118.847,165.606
12206,119.563,166.39
12207,119.842,167.206
12208,119.285,167.101
12209,119.223,167.292
12210,118.881,167.874
12211,119.358,167.853
12212,119.582,168.262
12213,119.339,168.431
12214,119.462,169.014
12215,118.924,169.112
12216,119.029,168.799
12217,119.259,169.137
12218,118.251,169.211
12219,117.93,168.956
12220,117.68,168.746
12221,117.909,168.745
12222,116.939,168.373
12223,117.48,168.508
12224,115.492,169.117
12225,115.763,169.719
12226,116.41,170.31
12227,116.316,171.001
12228,117.053,171.437
12229,116.996,170.557
12230,117.239,170.795
12231,118.008,170.072
12232,117.43,169.264
12233,118.008,169.746
12234,117.545,170.516
12235,117.994,170.523
12236,118.301,170.389
12237,118.004,170.826
12238,118.098,170.593
12239,117.915,170.45
12240,118.716,170.702
12241,118.374,171.583
12242,118.925,171.921
12243,118.299,172.255
12244,118.218,172.348
12245,117.917,172.601
12246,118.315,172.928
12247,118.187,172.667
12248,118.248,173.541
12249,117.855,174.171
12250,117.14,174.942
12251,117.613,174.961
12252,117.353,175.175
12253,118.094,175.457
12254,118.388,175.222
12255,117.585,175.897
12256,118.2,176.054
12257,118.431,175.998
12258,118.724,176.275
12259,118.953,177.126
12260,118.71,176.183
12261,118.81,175.822
12262,119.113,175.751
12263,119.237,176.356
12264,119.159,176.284
12265,119.275,175.764
12266,119.225,175.897
12267,119.307,175.213
12268,119.461,174.521
12269,118.966,174.735
12270,119.246,174.761
12271,119.677,175.012
12272,119.24,174.455
12273,119.742,174.583
12274,119.619,174.419
12275,120.058,174.472
12276,120.369,174.705
12277,120.871,174.205
12278,121.091,174.303
12279,121.205,173.753
12280,120.228,174.277
12281,119.717,174.185
12282,120.014,174.436
12283,119.315,174.669
12284,119.902,175.069
12285,120.368,175.697
12286,121.157,175.747
12287,121.343,175.894
12288,121.15,176.286
12289,121.788,176.668
12290,122.068,176.019
12291,121.894,175.984
12292,121.335,174.803
12293,121.29,175.472
12294,121.594,175.371
12295,120.058,175.604
12296,119.877,176.076
12297,119.92,176.261
12298,119.57,176.121
12299,119.678,176.307
12300,119.778,176.848
12301,120.466,176.565
12302,120.016,176.746
12303,119.542,175.007
12304,119.789,173.661
12305,119.795,173.142
12306,119.734,172.763
12307,120.272,173.181
12308,120.634,173.143
12309,120.815,174.143
12310,120.169,173.72
12311,119.673,173.547
12312,119.722,174.375
12313,119.926,174.359
12314,120.131,174.304
12315,120.072,174.356
12316,120.253,174.486
12317,120.413,174.6
12318,121.273,173.734
12319,120.813,174.132
12320,120.974,174.246
12321,121.19,173.104
12322,120.942,173.427
12323,121.569,174.117
12324,121.882,174.247
12325,121.318,174.264
12326,120.954,174.325
12327,121.062,173.518
12328,121.236,172.903
12329,120.897,173.087
12330,121.207,173.473
12331,121.494,173.769
12332,120.76,174.112
12333,120.157,174.291
12334,118.18,174.602
12335,118.156,174.963
12336,118.544,175.427
12337,118.729,175.459
12338,119.294,176.255
12339,118.977,176.371
12340,119.039,176.242
12341,118.62,176.443
12342,117.977,177.221
12343,117.598,176.742
12344,117.221,176.61
12345,116.432,177.089
12346,116.775,177.536
12347,116.925,177.48
12348,116.553,178.107
12349,116.764,178.723
12350,115.43,177.363
12351,115.858,177.541
12352,115.814,177.834
12353,115.567,177.371
12354,115.246,177.721
12355,115.414,177.795
12356,115.967,177.897
12357,116.141,177.51
12358,116.88,178.072
12359,117.324,178.1
12360,117.672,177.539
12361,117.807,177.481
12362,118.444,176.641
12363,118.217,176.895
12364,118.429,177.239
12365,118.486,177.87
12366,117.954,176.416
12367,118.138,175.125
12368,118.461,175.291
12369,118.744,174.908
12370,118.65,175.176
12371,117.873,175.192
12372,117.342,175.47
12373,117.02,175.848
12374,117.417,176.259
12375,117.01,176.773
12376,117.548,176.573
12377,118.076,176.314
12378,118.567,176.697
12379,118.412,177.252
12380,118.891,176.759
12381,119.282,177.01
12382,119.424,176.839
12383,119.199,177.241
12384,118.995,177.372
12385,119.394,177.616
12386,119.712,178.102
12387,119.996,177.415
12388,119.998,178.052
12389,120.497,178.012
12390,120.602,178.465
12391,120.792,178.386
12392,120.69,178.503
12393,120.569,178.341
12394,121.286,177.856
12395,121.132,178.01
12396,120.602,178.458
12397,121.178,177.9
12398,120.693,177.611
12399,120.379,178.429
12400,120.33,178.068
12401,119.452,178.727
12402,119.994,178.708
12403,120.272,178.605
12404,119.886,178.197
12405,119.841,178.138
12406,119.868,178.161
12407,119.957,178.086
12408,119.614,178.636
12409,120.344,178.203
12410,120.117,178.248
12411,119.449,178.347
12412,119.426,179.221
12413,119.849,179.006
12414,119.167,178.825
12415,118.906,178.884
12416,119.01,178.858
12417,118.981,178.909
12418,119.38,177.416
12419,120.257,176.814
12420,120.024,176.866
12421,120.402,176.985
12422,120.51,176.387
12423,120.616,176.912
12424,120.572,176.842
12425,120.459,177.248
12426,120.166,176.769
12427,119.855,175.448
12428,120.28,174.577
12429,120.467,174.057
12430,120.855,174.295
12431,120.032,174.665
12432,119.839,174.458
12433,119.597,174.998
12434,118.842,175.409
12435,118.363,175.749
12436,118.853,176.099
12437,118.642,175.613
12438,118.756,175.352
12439,119.299,175.018
12440,119.448,174.318
12441,119.362,174.599
12442,119.28,174.531
12443,119.327,174.704
12444,118.806,174.283
12445,118.72,174.981
12446,118.71,175.331
12447,119.112,174.733
12448,119.616,175.13
12449,120.267,175.38
12450,120.724,175.804
12451,121.017,175.664
12452,120.932,175.43
12453,120.474,175.185
12454,119.973,174.85
12455,119.819,174.234
12456,119.811,172.589
12457,119.843,172.962
12458,119.68,172.497
12459,119.933,172.821
12460,120.292,173.042
12461,119.742,173.741
12462,120.156,173.816
12463,120.611,173.541
12464,120.425,173.571
12465,120.03,173.522
12466,120.52,172.509
12467,121.155,172.883
12468,120.655,173.415
12469,120.677,173.098
12470,121.21,173.833
12471,121.568,173.566
12472,121.854,174.211
12473,121.864,174.292
12474,121.28,173.922
12475,121.766,174.444
12476,121.898,174.657
12477,122.246,174.436
12478,121.745,175.163
12479,121.645,175.632
12480,121.555,176.174
12481,121.347,176.649
12482,120.685,176.377
12483,120.865,176.976
12484,120.937,176.208
12485,121.271,175.088
12486,121.574,175.757
12487,121.763,175.621
12488,122.367,175.897
12489,123.131,175.451
12490,118.96,175.992
12491,119.464,176.493
12492,119.321,177.221
12493,118.993,176.855
12494,119.221,177.116
12495,119.302,176.61
12496,119.508,175.865
12497,119.757,176.204
12498,119.438,176.024
12499,119.814,176.672
12500,119.575,176.029
12501,119.149,175.97
12502,118.533,176.157
12503,118.216,176.056
12504,117.997,176.391
12505,118.032,176.216
12506,118.084,176.354
12507,118.456,176.855
12508,118.862,177.706
12509,118.848,178.045
12510,119.848,178.072
12511,118.674,178.043
12512,119.067,177.968
12513,119.792,178.794
12514,119.458,178.185
12515,119.978,178.079
12516,120.27,178.557
12517,119.387,178.587
12518,119.356,178.17
12519,120.218,178.537
12520,119.953,178.922
12521,119.985,177.86
12522,119.732,178.287
12523,120.282,178.449
12524,120.186,179.092
12525,119.157,178.937
12526,119.902,179.088
12527,119.11,178.439
12528,118.95,177.993
12529,118.324,177.484
12530,117.946,177.836
12531,118.616,177.292
12532,117.017,177.508
12533,117.153,177.813
12534,117.228,177.908
12535,116.919,178.346
12536,117.176,178.851
12537,117.81,179.722
12538,117.587,179.287
12539,118.448,179.82
12540,118.412,179.913
12541,118.842,179.896
12542,118.376,180.452
12543,117.901,180.335
12544,118.367,180.144
12545,118.795,180.757
12546,118.554,181.343
12547,119.117,180.368
12548,118.202,180.361
12549,117.908,180.64
12550,117.697,180.259
12551,117.66,180.77
12552,117.291,180.216
12553,117.09,180.134
12554,116.998,180.2
12555,117.338,180.303
12556,117.629,180.984
12557,117.703,179.999
12558,117.267,179.79
12559,117.359,179.873
12560,117.363,179.459
12561,117.853,179.151
12562,118.669,179.49
12563,118.441,180.073
12564,118.286,179.823
12565,118.601,180.132
12566,118.413,180.311
12567,118.499,180.595
12568,118.804,180.914
12569,118.608,181.512
12570,118.45,181.383
12571,118.758,180.578
12572,118.275,181.158
12573,118.173,181.227
12574,116.972,181.945
12575,116.455,181.797
12576,115.634,182.277
12577,115.681,182.962
12578,116.401,182.19
12579,114.695,182.663
12580,114.546,181.819
12581,114.573,181.591
12582,114.687,181.605
12583,114.904,182.076
12584,115.318,182.674
12585,115.494,182.003
12586,115.01,181.979
12587,115.394,182.153
12588,115.617,182.189
12589,115.245,181.865
12590,115.6,179.83
12591,115.801,180.428
12592,114.941,180.223
12593,114.192,179.879
12594,113.175,180.508
12595,114.035,179.357
12596,114.312,179.355
12597,114.488,179.271
12598,114.739,179.495
12599,113.644,178.982
12600,113.871,179.567
12601,113.898,179.562
12602,112.821,179.32
12603,113.341,174.934
12604,112.163,174.959
12605,112.125,175.005
12606,112.452,174.925
12607,113.325,175.044
12608,113.805,174.792
12609,114.462,174.446
12610,114.676,172.415
12611,114.907,172.722
12612,115.369,172.603
12613,115.131,172.843
12614,115.22,172.343
12615,115.652,172.94
12616,116.114,173.803
12617,116.003,172.428
12618,115.622,173.428
12619,116.201,172.995
12620,115.73,173.662
12621,115.761,173.151
12622,116.479,173.542
12623,116.606,173.397
12624,117.378,173.663
12625,117.832,174.516
12626,117.824,174.781
12627,116.821,174.896
12628,116.326,174.884
12629,116.564,175.092
12630,116.852,174.286
12631,117.028,174.283
12632,117.403,173.957
12633,117.297,173.937
12634,117.436,173.762
12635,117.836,173.9
12636,118.56,173.698
12637,118.86,172.476
12638,118.718,172.296
12639,118.634,172.591
12640,118.329,172.405
12641,117.597,172.434
12642,117.532,173.024
12643,117.284,172.791
12644,117.09,172.3
12645,116.657,171.364
12646,117.038,170.91
12647,117.138,171.375
12648,117.144,170.968
12649,117.151,170.907
12650,117.393,171.81
12651,117.804,171.737
12652,117.678,172.145
12653,117.226,172.617
12654,116.522,173.185
12655,116.987,171.961
12656,116.512,172.522
12657,115.896,173.104
12658,115.774,173.686
12659,115.652,174.186
12660,114.378,174.747
12661,114.45,174.948
12662,114.58,175.054
12663,114.821,175.747
12664,115.341,176.177
12665,115.242,176.379
12666,115.93,176.631
12667,115.753,177.255
12668,116.038,176.29
12669,116.38,176.935
12670,116.11,176.662
12671,116.595,175.865
12672,116.288,175.937
12673,116.608,176.126
12674,117.062,175.701
12675,117.618,176.033
12676,118.129,176.141
12677,117.293,176.294
12678,117.876,176.496
12679,117.878,176.903
12680,117.855,177.652
12681,117.818,176.891
12682,117.437,176.982
12683,118.177,177.379
12684,118.592,177.414
12685,118.339,177.189
12686,117.8,176.711
12687,117.297,176.819
12688,118.049,176.154
12689,118.719,176.591
12690,119.403,176.098
12691,119.139,176.028
12692,119.322,175.738
12693,119.407,174.49
12694,118.829,174.302
12695,118.683,174.199
12696,119.063,174.525
12697,119.221,174.988
12698,118.943,175.764
12699,118.98,175.896
12700,118.842,175.306
12701,118.708,175.79
12702,118.651,175.734
12703,119.331,175.872
12704,119.725,175.825
12705,120.203,176.444
12706,120.338,175.981
12707,120.011,174.913
12708,118.856,174.786
12709,118.427,174.193
12710,118.58,174.284
12711,118.543,174.647
12712,118.023,174.837
12713,117.888,174.279
12714,117.963,172.775
12715,118.399,172.836
12716,119.024,173.583
12717,118.814,173.655
12718,118.856,174.362
12719,119.062,175.126
12720,119.141,175.253
12721,119.345,175.244
12722,119.629,175.889
12723,120.267,175.835
12724,120.236,175.664
12725,120.093,175.631
12726,120.47,176.327
12727,121.27,175.676
12728,121.557,176.232
12729,121.492,175.785
12730,121.439,175.838
12731,120.99,175.546
12732,120.712,175.814
12733,120.356,175.995
12734,120.686,176.275
12735,120.497,176.197
12736,120.78,176.361
12737,120.804,176.951
12738,121.188,176.673
12739,120.391,177.016
12740,119.914,177.575
12741,120.249,178.265
12742,120.423,178.578
12743,120.346,178.894
12744,120.181,178.05
12745,119.532,178.207
12746,119.033,178.59
12747,117.541,178.613
12748,117.244,178.339
12749,117.082,177.129
12750,116.748,177.468
12751,116.555,177.59
12752,116.999,177.569
12753,117.999,176.964
12754,118.205,176.76
12755,118.584,177.089
12756,118.013,176.871
12757,117.038,177.871
12758,116.993,177.45
12759,117.064,177.265
12760,117.567,177.525
12761,116.972,177.322
12762,117.223,177.635
12763,116.978,177.947
12764,117.132,177.816
12765,117.315,177.766
12766,117.356,178.214
12767,116.387,177.583
12768,116.421,176.811
12769,117.002,177.003
12770,116.929,177.279
12771,117.152,177.417
12772,117.31,177.762
12773,117.339,178.239
12774,117.113,178.369
12775,117.266,178.473
12776,116.405,178.151
12777,116.635,178.026
12778,116.608,178.558
12779,117.171,177.567
12780,117.431,177.839
12781,117.733,177.674
12782,117.953,176.883
12783,117.975,177.557
12784,116.938,177.731
12785,116.431,177.445
12786,116.387,178.038
12787,116.106,177.153
12788,116.07,176.758
12789,116.159,177.216
12790,115.925,177.714
12791,116.154,177.741
12792,115.868,177.9
12793,115.627,178.041
12794,116.304,178.487
12795,116.592,178.827
12796,115.731,179.304
12797,116.24,179.213
12798,116.74,178.529
12799,116.546,179.051
12800,115.635,178.465
12801,115.49,178.762
12802,115.881,179.137
12803,116.189,179.794
12804,116.598,179.671
12805,116.245,179.716
12806,116.413,179.218
12807,116.118,179.81
12808,116.278,180.558
12809,116.404,180.832
12810,116.739,181.205
12811,117.265,180.683
12812,117.671,181.019
12813,117.557,181.591
12814,117.265,181.894
12815,117.495,181.209
12816,117.596,181.459
12817,117.942,181.928
12818,118.356,182.326
12819,117.561,182.362
12820,117.041,182.503
12821,116.872,182.729
12822,116.575,181.877
12823,117.086,182.329
12824,117.676,182.595
12825,118.142,180.717
12826,117.946,180.755
12827,118.329,180.288
12828,117.846,179.371
12829,118.321,178.707
12830,119.048,179.201
12831,119.114,179.144
12832,118.451,179.731
12833,118.467,179.645
12834,118.651,179.615
12835,118.709,179.494
12836,118.047,180.128
12837,118.286,180.103
12838,118.392,179.91
12839,118.023,180.91
12840,117.234,180.699
12841,117.228,180.705
12842,116.718,180.371
12843,117.058,180.403
12844,117.126,180.365
12845,116.45,180.126
12846,116.562,179.738
12847,116.925,179.881
12848,117.525,179.311
12849,117.5,179.667
12850,117.612,180.048
12851,118.191,180.42
12852,118.11,181.167
12853,118.365,180.332
12854,118.447,180.739
12855,118.682,180.366
12856,117.897,180.654
12857,117.53,180.24
12858,118.357,180.186
12859,118.042,179.737
12860,117.484,179.645
12861,117.415,180.033
12862,117.799,180.193
12863,118.244,179.497
12864,118.943,179.494
12865,118.949,180.172
12866,118.894,180.282
12867,119.147,180.683
12868,119.416,180.911
12869,119.808,181.416
12870,119.763,181.027
12871,119.761,181.415
12872,120.268,181.862
12873,120.424,181.723
12874,120.133,181.435
12875,119.479,181.569
12876,119.353,179.353
12877,120.206,179.257
12878,119.121,179.04
12879,119.515,179.001
12880,119.83,178.512
12881,119.701,179.143
12882,119.553,179.334
12883,119.634,178.882
12884,119.992,178.684
12885,119.924,177.793
12886,120.213,177.796
12887,119.721,177.752
12888,119.485,177.471
12889,120.352,177.296
12890,120.576,177.641
12891,119.694,177.864
12892,119.503,178.493
12893,119.06,179.223
12894,118.915,178.553
12895,119.256,178.609
12896,119.725,178.355
12897,119.653,178.0
12898,119.042,178.129
12899,118.724,178.266
12900,118.384,179.079
12901,118.635,179.846
12902,118.842,179.489
12903,119.195,180.035
12904,119.525,180.157
12905,119.573,180.167
12906,120.4,180.699
12907,120.363,181.075
12908,120.512,181.19
12909,120.497,181.236
12910,120.255,180.816
12911,120.201,180.623
12912,120.444,181.08
12913,119.836,181.304
12914,118.911,181.605
12915,119.098,181.65
12916,118.919,180.852
12917,119.158,180.974
12918,119.924,180.413
12919,119.323,180.891
12920,119.734,180.792
12921,120.107,181.366
12922,120.774,181.004
12923,120.743,180.525
12924,120.467,180.361
12925,120.872,180.945
12926,121.656,180.386
12927,121.231,180.728
12928,121.98,180.416
12929,121.741,180.566
12930,120.835,179.698
12931,120.448,179.675
12932,120.257,179.938
12933,120.515,178.831
12934,120.027,178.158
12935,120.428,178.852
12936,119.723,179.137
12937,119.742,179.656
12938,119.926,178.927
12939,120.118,178.925
12940,119.982,178.652
12941,119.625,178.388
12942,119.865,178.914
12943,120.057,179.639
12944,120.718,179.065
12945,121.225,179.195
12946,120.879,179.131
12947,120.115,179.12
12948,120.054,177.982
12949,120.547,178.26
12950,120.81,178.606
12951,120.737,177.781
12952,120.907,176.787
12953,120.298,177.465
12954,119.737,178.114
12955,119.881,177.666
12956,119.881,177.398
12957,119.721,177.31
12958,120.367,177.137
12959,121.161,177.438
12960,121.1,176.768
12961,120.828,177.128
12962,121.271,176.876
12963,121.063,177.364
12964,120.995,176.361
12965,121.208,176.511
12966,121.664,176.676
12967,121.29,177.385
12968,120.353,177.244
12969,120.344,177.138
12970,120.707,177.617
12971,120.651,177.916
12972,120.459,177.391
12973,120.219,177.728
12974,120.441,177.665
12975,120.691,178.279
12976,121.431,176.758
12977,121.779,176.743
12978,121.753,177.215
12979,121.39,177.725
12980,121.593,178.431
12981,121.369,178.074
12982,121.232,176.764
12983,121.569,176.084
12984,121.134,175.729
12985,121.564,176.136
12986,121.69,176.635
12987,119.68,176.878
12988,119.373,177.188
12989,119.328,177.433
12990,119.397,178.268
12991,119.307,178.746
12992,119.273,179.152
12993,120.171,179.42
12994,120.669,178.536
12995,121.038,178.678
12996,121.082,178.887
12997,121.326,178.64
12998,121.863,178.811
12999,121.642,179.496
13000,120.915,180.148
13001,121.122,180.42
13002,120.758,180.251
13003,121.04,181.054
13004,121.29,181.367
13005,121.063,179.426
13006,121.317,179.719
13007,121.538,180.146
13008,122.028,180.569
13009,122.679,180.472
13010,121.971,180.985
13011,121.997,180.468
13012,121.824,180.613
13013,121.712,180.727
13014,121.513,180.943
13015,121.664,181.03
13016,121.126,181.216
13017,121.573,181.51
13018,121.37,181.883
13019,120.83,181.987
13020,121.333,181.196
13021,120.852,180.044
13022,121.424,180.558
13023,121.043,180.722
13024,120.997,180.842
13025,121.168,180.679
13026,121.35,180.703
13027,121.23,180.769
13028,121.423,181.068
13029,121.897,181.025
13030,122.053,181.653
13031,121.117,182.037
13032,121.255,182.572
13033,122.067,183.456
13034,122.158,183.508
13035,122.203,183.914
13036,122.151,183.711
13037,122.359,183.946
13038,121.552,184.296
13039,121.794,184.727
13040,121.492,184.942
13041,121.357,185.115
13042,122.245,185.361
13043,122.164,185.82
13044,122.638,185.315
13045,123.007,185.639
13046,122.485,186.008
13047,122.059,185.908
13048,121.955,186.194
13049,122.38,185.894
13050,122.371,186.487
13051,122.426,186.805
13052,122.622,187.146
13053,122.462,187.464
13054,122.883,186.864
13055,123.211,186.675
13056,123.702,186.635
13057,124.421,186.845
13058,125.058,186.844
13059,124.617,185.347
13060,124.391,185.198
13061,124.258,185.005
13062,124.06,184.627
13063,124.132,184.595
13064,123.06,184.205
13065,123.351,184.436
13066,121.87,185.026
13067,121.605,185.23
13068,121.384,184.975
13069,120.425,184.605
13070,119.962,185.244
13071,119.778,185.505
13072,119.374,185.402
13073,119.083,184.94
13074,118.599,185.66
13075,118.713,186.168
13076,119.081,186.291
13077,119.109,185.13
13078,119.348,185.583
13079,118.533,186.253
13080,118.879,186.617
13081,118.826,187.283
13082,119.349,187.245
13083,118.903,187.432
13084,119.383,186.99
13085,119.612,187.108
13086,119.74,186.743
13087,118.926,183.973
13088,118.719,184.536
13089,118.371,184.933
13090,118.515,185.6
13091,119.186,185.217
13092,118.881,185.489
13093,118.693,185.88
13094,118.917,185.564
13095,118.568,185.502
13096,118.873,186.204
13097,118.936,186.328
13098,118.858,185.484
13099,118.643,185.985
13100,119.13,185.848
13101,116.611,186.068
13102,117.223,186.718
13103,117.419,187.52
13104,117.716,187.967
13105,117.905,188.192
13106,118.327,187.992
13107,118.536,187.229
13108,118.671,186.52
13109,118.469,186.758
13110,118.252,186.601
13111,118.811,186.818
13112,119.148,187.361
13113,119.35,187.174
13114,119.325,187.658
13115,118.466,188.379
13116,118.634,188.246
13117,118.468,188.382
13118,118.963,188.026
13119,119.096,188.423
13120,119.431,189.064
13121,119.709,188.644
13122,119.028,189.453
13123,119.51,190.025
13124,119.696,190.404
13125,120.513,190.553
13126,120.686,191.043
13127,120.471,190.958
13128,121.179,191.804
13129,120.852,191.871
13130,121.035,192.411
13131,121.547,191.677
13132,121.049,191.781
13133,121.269,192.115
13134,121.147,192.02
13135,120.914,192.282
13136,121.509,192.767
13137,121.71,193.001
13138,122.025,193.323
13139,121.244,193.66
13140,120.719,194.159
13141,121.209,194.414
13142,120.933,194.295
13143,119.982,194.13
13144,120.752,194.194
13145,120.402,193.741
13146,120.532,194.504
13147,120.833,195.015
13148,121.314,194.405
13149,121.255,193.109
13150,120.167,192.716
13151,120.101,192.576
13152,120.638,191.74
13153,120.571,191.886
13154,121.053,191.949
13155,120.82,192.226
13156,120.909,191.901
13157,121.495,192.12
13158,120.09,192.647
13159,120.401,193.083
13160,120.258,193.626
13161,119.455,194.031
13162,119.924,194.888
13163,120.256,195.063
13164,120.357,194.774
13165,120.215,195.107
13166,119.434,195.029
13167,118.517,193.73
13168,118.504,194.417
13169,119.027,194.594
13170,119.779,194.487
13171,119.567,195.17
13172,119.609,195.605
13173,119.653,195.193
13174,119.378,196.016
13175,119.833,195.601
13176,119.574,195.024
13177,119.816,195.37
13178,120.133,193.765
13179,120.002,193.661
13180,120.279,194.54
13181,120.647,193.266
13182,120.647,193.087
13183,120.718,193.447
13184,121.335,192.823
13185,118.34,193.084
13186,118.196,193.03
13187,119.008,193.407
13188,119.032,194.022
13189,119.286,194.58
13190,119.788,194.271
13191,119.962,193.872
13192,119.569,194.689
13193,119.679,194.543
13194,119.492,194.839
13195,119.843,195.556
13196,119.767,196.06
13197,120.208,196.058
13198,120.479,194.589
13199,120.994,194.58
13200,120.693,194.119
13201,120.734,193.759
13202,121.091,193.928
13203,120.944,193.098
13204,120.755,193.084
13205,120.842,193.121
13206,121.597,193.123
13207,121.86,193.162
13208,122.091,193.386
13209,122.419,193.78
13210,121.552,193.361
13211,120.234,192.866
13212,120.045,193.181
13213,119.105,193.352
13214,118.519,193.524
13215,118.08,193.495
13216,118.809,193.011
13217,119.004,193.021
13218,119.377,192.924
13219,119.342,193.503
13220,119.603,192.854
13221,119.734,193.62
13222,119.67,193.664
13223,119.491,193.146
13224,119.5,192.796
13225,118.562,192.811
13226,118.508,192.643
13227,118.83,193.405
13228,119.201,193.169
13229,119.526,193.123
13230,119.342,192.796
13231,120.051,192.788
13232,120.106,192.945
13233,119.774,193.346
13234,119.81,194.049
13235,119.746,193.609
13236,119.97,193.817
13237,120.203,193.356
13238,120.549,193.909
13239,121.031,193.814
13240,121.438,194.378
13241,121.01,195.019
13242,121.536,195.059
13243,122.249,195.345
13244,122.461,195.575
13245,122.722,195.333
13246,122.813,193.982
13247,122.162,194.795
13248,122.493,194.87
13249,122.062,195.146
13250,122.165,194.915
13251,122.949,195.287
13252,123.471,195.993
13253,123.287,196.327
13254,123.127,196.8
13255,123.27,196.871
13256,123.646,197.441
13257,123.526,197.103
13258,122.722,196.389
13259,123.084,196.344
13260,123.051,196.33
13261,123.092,196.483
13262,123.201,196.497
13263,123.439,195.494
13264,123.26,195.575
13265,123.272,196.118
13266,123.268,196.759
13267,123.511,195.911
13268,122.396,195.789
13269,122.09,194.787
13270,122.255,194.797
13271,123.054,195.797
13272,123.0,195.602
13273,122.767,194.382
13274,122.32,194.851
13275,122.892,195.023
13276,122.411,195.09
13277,122.648,195.012
13278,121.538,195.016
13279,121.237,195.877
13280,121.012,196.236
13281,120.821,196.604
13282,121.305,197.341
13283,121.463,196.203
13284,121.039,196.386
13285,121.324,195.801
13286,121.126,195.636
13287,121.529,195.587
13288,121.437,195.966
13289,121.944,196.162
13290,122.481,196.175
13291,123.121,195.829
13292,123.305,195.637
13293,123.127,195.483
13294,122.506,195.734
13295,122.359,195.991
13296,122.526,195.985
13297,122.479,196.504
13298,122.281,197.454
13299,122.27,197.908
13300,122.021,197.839
13301,122.278,197.427
13302,121.65,197.72
13303,122.254,197.547
13304,122.057,197.353
13305,122.482,197.431
13306,122.916,197.46
13307,122.763,196.77
13308,121.388,196.541
13309,120.867,197.278
13310,121.265,196.059
13311,121.181,195.746
13312,121.294,195.598
13313,121.388,196.394
13314,120.949,196.764
13315,120.102,196.83
13316,120.609,197.284
13317,121.291,198.284
13318,121.562,197.96
13319,121.655,196.788
13320,122.118,196.926
13321,122.912,196.898
13322,123.136,197.261
13323,122.714,197.717
13324,122.977,197.47
13325,123.163,197.465
13326,123.07,198.018
13327,123.036,198.277
13328,122.794,197.296
13329,123.155,197.58
13330,122.805,197.932
13331,122.024,198.195
13332,122.446,197.875
13333,122.98,197.859
13334,123.078,197.914
13335,123.655,197.513
13336,123.696,197.448
13337,123.915,197.823
13338,123.278,197.378
13339,122.912,196.933
13340,123.004,196.597
13341,123.148,196.993
13342,123.896,197.16
13343,123.453,197.626
13344,123.509,198.009
13345,123.22,197.877
13346,123.233,198.489
13347,123.042,198.836
13348,122.93,198.468
13349,122.864,199.229
13350,121.057,199.873
13351,120.774,200.031
13352,119.283,198.953
13353,119.557,199.591
13354,119.405,199.786
13355,118.779,200.258
13356,119.288,200.44
13357,119.671,200.756
13358,119.5,201.461
13359,119.325,200.213
13360,119.988,200.574
13361,119.974,201.438
13362,119.763,202.049
13363,120.297,201.786
13364,120.368,201.708
13365,120.339,202.073
13366,120.45,201.629
13367,120.958,201.693
13368,121.663,201.361
13369,120.968,200.827
13370,120.675,200.015
13371,121.372,200.723
13372,121.334,201.187
13373,121.07,201.418
13374,121.415,201.15
13375,121.882,200.291
13376,122.126,200.678
13377,121.578,201.078
13378,122.304,201.28
13379,121.985,200.369
13380,121.765,200.238
13381,122.251,199.276
13382,122.953,198.995
13383,123.024,198.93
13384,123.623,199.695
13385,123.508,199.193
13386,124.155,199.392
13387,123.815,198.768
13388,123.572,198.398
13389,123.282,198.481
13390,123.401,198.202
13391,123.134,199.202
13392,122.62,200.008
13393,123.032,199.958
13394,123.018,200.001
13395,122.576,199.829
13396,122.697,199.52
13397,123.348,199.671
13398,123.873,199.819
13399,123.555,200.454
13400,123.272,200.057
13401,123.573,198.436
13402,123.894,197.017
13403,124.295,197.395
13404,123.522,197.802
13405,123.712,196.017
13406,123.457,195.965
13407,122.807,195.634
13408,123.157,195.581
13409,122.384,195.488
13410,122.366,195.515
13411,122.485,195.536
13412,122.472,195.402
13413,122.871,195.803
13414,122.949,195.771
13415,123.181,196.253
13416,123.541,196.271
13417,123.943,197.099
13418,123.47,197.16
13419,123.546,197.432
13420,123.594,197.745
