,scores0,scores1
2879,87.864,70.903
2880,87.659,71.441
2881,87.6,71.368
2882,87.817,71.52
2883,88.389,70.839
2884,88.652,70.372
2885,87.772,70.971
2886,87.393,70.871
2887,87.904,70.605
2888,88.466,70.93
2889,89.186,71.019
2890,89.525,70.832
2891,89.218,71.089
2892,88.584,71.279
2893,88.563,71.694
2894,88.34,71.748
2895,88.572,71.674
2896,88.45,72.125
2897,88.996,72.643
2898,88.805,72.826
2899,89.079,72.457
2900,89.072,72.178
2901,89.638,72.974
2902,89.837,72.676
2903,90.241,73.208
2904,90.037,73.446
2905,89.866,73.969
2906,90.303,73.593
2907,89.81,73.654
2908,89.893,74.129
2909,90.56,73.126
2910,90.647,73.005
2911,90.825,73.503
2912,90.58,73.773
2913,90.4,74.367
2914,90.023,74.763
2915,89.875,74.744
2916,89.172,74.151
2917,89.333,74.563
2918,89.61,73.909
2919,89.569,74.326
2920,90.108,74.122
2921,89.481,74.304
2922,89.502,74.765
2923,90.303,74.254
2924,90.439,73.816
2925,90.975,74.381
2926,90.813,74.913
2927,91.048,74.741
2928,91.282,74.798
2929,91.518,74.899
2930,91.369,75.366
2931,91.872,75.157
2932,92.187,74.576
2933,92.223,74.525
2934,92.452,74.497
2935,92.478,74.579
2936,92.815,74.446
2937,93.116,74.721
2938,93.497,74.114
2939,93.5,74.431
2940,93.42,74.788
2941,93.183,74.784
2942,92.955,75.09
2943,93.093,75.169
2944,92.894,75.397
2945,93.192,75.643
2946,92.432,75.346
2947,91.883,75.549
2948,91.885,75.713
2949,91.737,76.155
2950,91.459,76.084
2951,91.678,75.745
2952,91.379,75.235
2953,91.469,75.424
2954,91.493,75.108
2955,92.173,75.53
2956,91.217,75.431
2957,91.36,75.869
2958,92.091,76.004
2959,92.584,75.581
2960,91.937,76.002
2961,92.476,76.204
2962,92.04,76.342
2963,92.359,75.604
2964,91.978,76.223
2965,90.818,76.485
2966,90.955,76.963
2967,91.592,77.399
2968,91.855,77.665
2969,91.643,78.007
2970,91.834,78.052
2971,92.012,78.003
2972,91.248,78.264
2973,91.637,78.876
2974,92.201,78.518
2975,91.741,77.686
2976,92.09,77.593
2977,91.672,76.581
2978,91.124,76.534
2979,91.489,76.876
2980,91.489,77.021
2981,90.888,75.977
2982,90.532,76.095
2983,90.365,76.541
2984,89.809,76.198
2985,90.293,76.46
2986,90.977,76.579
2987,91.501,76.209
2988,92.141,75.787
2989,92.653,76.432
2990,91.343,77.026
2991,90.579,76.528
2992,90.422,76.803
2993,90.602,76.092
2994,90.635,75.655
2995,91.039,75.232
2996,90.968,75.396
2997,90.734,75.54
2998,90.923,75.365
2999,90.995,75.196
3000,90.16,75.478
3001,90.36,75.376
3002,90.736,75.916
3003,90.756,76.255
3004,90.709,76.85
3005,90.436,76.794
3006,90.52,76.755
3007,90.668,76.125
3008,90.004,76.535
3009,89.029,76.506
3010,87.765,75.733
3011,87.969,75.49
3012,88.273,75.808
3013,88.024,75.447
3014,88.164,75.061
3015,87.742,74.91
3016,87.465,75.573
3017,87.634,75.607
3018,87.835,76.065
3019,87.977,76.166
3020,88.082,76.562
3021,88.038,76.73
3022,87.985,77.228
3023,87.62,77.474
3024,87.665,77.271
3025,88.174,77.019
3026,87.797,77.047
3027,88.526,76.757
3028,88.498,76.515
3029,88.761,76.391
3030,89.341,76.386
3031,89.31,76.857
3032,89.003,76.802
3033,88.737,77.422
3034,89.026,76.378
3035,89.261,76.456
3036,89.365,76.01
3037,88.962,76.339
3038,89.071,76.318
3039,88.608,76.426
3040,88.903,76.77
3041,89.624,76.517
3042,89.913,76.592
3043,90.686,75.82
3044,90.4,76.158
3045,89.721,75.345
3046,90.067,75.464
3047,90.109,75.558
3048,90.656,75.945
3049,90.306,76.323
3050,90.345,76.579
3051,90.423,76.576
3052,89.78,76.999
3053,89.634,77.162
3054,89.839,77.572
3055,90.18,77.579
3056,90.489,77.604
3057,90.579,78.103
3058,90.397,78.153
3059,90.876,78.295
3060,90.867,77.564
3061,90.872,77.55
3062,91.444,77.349
3063,90.936,77.485
3064,91.246,77.832
3065,91.976,78.282
3066,92.152,78.319
3067,92.661,78.215
3068,92.077,78.682
3069,92.367,79.18
3070,92.783,78.558
3071,93.032,78.401
3072,92.014,77.858
3073,92.346,78.247
3074,91.745,77.956
3075,92.1,77.69
3076,92.163,77.721
3077,90.608,77.371
3078,90.544,77.529
3079,90.852,77.521
3080,91.114,77.097
3081,90.589,77.196
3082,90.756,77.39
3083,91.492,77.674
3084,91.769,77.688
3085,92.091,77.967
3086,92.03,78.07
3087,92.315,78.232
3088,92.387,77.677
3089,92.387,78.227
3090,92.683,78.231
3091,92.454,77.314
3092,92.492,77.48
3093,92.466,77.58
3094,93.466,77.055
3095,93.315,77.406
3096,92.691,77.628
3097,92.27,76.994
3098,92.689,76.56
3099,92.401,76.971
3100,92.513,77.186
3101,92.568,77.955
3102,91.948,78.557
3103,92.118,79.111
3104,92.469,78.613
3105,92.837,78.341
3106,92.553,78.468
3107,93.271,78.905
3108,92.769,79.187
3109,93.3,78.945
3110,92.948,78.843
3111,93.176,78.544
3112,93.171,78.951
3113,92.145,79.177
3114,92.204,78.165
3115,91.388,78.199
3116,90.796,78.755
3117,91.053,78.799
3118,91.276,78.468
3119,91.028,78.464
3120,90.731,79.016
3121,90.692,79.473
3122,90.764,79.347
3123,90.538,79.322
3124,91.072,79.892
3125,90.866,80.135
3126,90.846,80.208
3127,91.163,80.268
3128,91.315,80.284
3129,91.64,79.877
3130,91.859,80.504
3131,91.979,80.209
3132,92.154,80.546
3133,92.033,80.366
3134,91.232,80.758
3135,91.45,80.734
3136,90.979,80.248
3137,91.082,80.187
3138,90.558,80.301
3139,90.627,79.656
3140,90.771,79.222
3141,89.845,78.764
3142,90.202,78.898
3143,90.774,78.774
3144,91.011,78.999
3145,91.087,79.385
3146,90.918,79.534
3147,90.375,78.774
3148,90.912,79.204
3149,90.848,79.548
3150,90.471,79.265
3151,90.258,78.485
3152,90.718,77.69
3153,90.95,77.797
3154,91.362,78.096
3155,91.964,77.61
3156,91.995,77.852
3157,91.934,78.067
3158,91.516,78.463
3159,90.925,78.588
3160,90.709,78.509
3161,91.192,78.754
3162,91.286,78.709
3163,91.053,79.209
3164,91.811,79.422
3165,92.143,79.13
3166,92.122,78.911
3167,92.608,77.702
3168,92.959,77.263
3169,93.141,77.701
3170,93.52,77.679
3171,93.0,77.671
3172,93.254,77.482
3173,93.171,78.155
3174,92.55,77.944
3175,92.253,77.558
3176,92.003,78.093
3177,92.431,77.835
3178,92.027,78.05
3179,92.591,78.363
3180,92.867,78.438
3181,93.411,78.698
3182,93.305,79.023
3183,92.849,79.406
3184,93.036,79.367
3185,92.672,79.526
3186,92.363,80.007
3187,91.704,80.366
3188,91.819,80.129
3189,91.783,79.52
3190,90.825,80.13
3191,90.867,80.43
3192,90.813,80.373
3193,90.968,80.34
3194,91.64,79.791
3195,91.819,79.334
3196,91.659,79.443
3197,90.954,79.232
3198,91.182,79.178
3199,91.813,78.974
3200,92.24,78.695
3201,92.412,78.18
3202,92.203,78.609
3203,91.963,78.174
3204,92.517,78.186
3205,92.301,78.735
3206,92.152,79.07
3207,91.482,78.845
3208,91.543,78.808
3209,91.144,78.264
3210,91.486,77.227
3211,91.838,77.453
3212,92.397,78.16
3213,92.897,78.372
3214,92.965,77.841
3215,93.281,77.216
3216,93.301,77.836
3217,92.874,77.49
3218,92.886,77.725
3219,92.456,78.247
3220,92.884,78.498
3221,93.248,78.605
3222,93.737,78.296
3223,93.979,78.126
3224,94.36,77.589
3225,94.611,77.32
3226,94.643,76.962
3227,94.902,77.104
3228,95.346,77.224
3229,95.466,77.533
3230,96.199,77.946
3231,96.099,77.701
3232,96.632,77.815
3233,96.103,78.417
3234,96.402,78.46
3235,96.936,78.581
3236,96.725,77.618
3237,96.906,77.836
3238,96.683,77.267
3239,97.202,77.545
3240,97.509,78.121
3241,97.911,78.153
3242,98.243,78.859
3243,98.851,79.395
3244,98.68,79.407
3245,98.933,79.572
3246,99.074,79.871
3247,98.927,80.221
3248,98.448,80.005
3249,97.848,80.244
3250,98.03,80.712
3251,98.576,80.344
3252,98.724,79.874
3253,98.789,79.503
3254,97.975,80.142
3255,97.218,80.375
3256,97.154,80.836
3257,96.565,81.098
3258,96.28,80.523
3259,95.868,79.949
3260,96.124,80.106
3261,96.568,80.356
3262,96.584,80.256
3263,96.813,80.579
3264,97.422,80.94
3265,97.252,80.528
3266,97.145,80.394
3267,96.444,79.559
3268,96.052,79.033
3269,96.459,78.52
3270,96.746,78.05
3271,97.007,77.719
3272,96.872,76.843
3273,97.491,76.238
3274,97.754,76.502
3275,98.376,76.331
3276,98.682,76.813
3277,98.057,77.541
3278,97.795,77.681
3279,97.671,77.908
3280,98.148,78.109
3281,98.002,78.324
3282,98.514,78.952
3283,99.344,79.043
3284,98.512,79.071
3285,98.207,79.219
3286,97.842,79.587
3287,97.893,79.665
3288,98.577,79.625
3289,98.314,80.017
3290,98.521,80.504
3291,98.703,79.847
3292,99.253,78.762
3293,99.081,77.927
3294,98.526,78.289
3295,98.435,78.739
3296,98.51,78.618
3297,98.706,78.909
3298,98.987,78.504
3299,99.133,78.779
3300,98.997,78.73
3301,99.016,79.144
3302,99.418,79.459
3303,99.505,78.852
3304,98.551,79.069
3305,99.299,78.432
3306,99.598,78.078
3307,100.125,78.057
3308,100.173,77.862
3309,100.303,78.109
3310,100.918,78.058
3311,100.635,78.488
3312,101.08,78.343
3313,101.368,78.42
3314,101.755,78.395
3315,102.142,78.807
3316,101.703,79.078
3317,101.722,79.093
3318,101.628,78.398
3319,101.435,79.062
3320,100.944,79.326
3321,99.702,79.241
3322,99.819,79.426
3323,100.253,79.499
3324,100.344,79.331
3325,100.272,78.404
3326,100.326,78.628
3327,99.813,78.581
3328,99.102,78.141
3329,98.855,78.137
3330,98.675,77.694
3331,98.824,78.133
3332,98.646,78.536
3333,98.491,79.107
3334,98.063,79.814
3335,97.342,79.711
3336,97.438,79.989
3337,96.755,80.152
3338,96.794,79.964
3339,97.307,79.986
3340,96.97,80.068
3341,97.088,79.542
3342,97.758,79.376
3343,97.757,79.701
3344,97.991,80.362
3345,98.589,80.994
3346,98.727,81.304
3347,98.738,80.73
3348,99.313,80.845
3349,99.307,81.127
3350,98.688,81.327
3351,98.971,81.37
3352,98.834,81.017
3353,98.865,81.205
3354,99.236,81.532
3355,99.15,81.53
3356,99.165,82.372
3357,99.025,82.299
3358,98.636,82.284
3359,98.698,82.754
3360,98.761,82.989
3361,98.46,82.748
3362,97.937,82.892
3363,98.746,82.743
3364,98.918,82.649
3365,98.198,82.29
3366,98.323,82.11
3367,97.036,81.956
3368,97.802,81.85
3369,98.21,81.755
3370,97.545,82.106
3371,97.632,81.644
3372,96.7,81.765
3373,96.326,81.939
3374,96.943,81.998
3375,97.33,82.062
3376,97.654,81.223
3377,98.155,80.563
3378,97.565,79.967
3379,97.221,78.601
3380,97.627,78.201
3381,98.053,78.17
3382,96.729,78.245
3383,97.175,77.926
3384,97.384,78.186
3385,96.992,78.43
3386,97.504,78.219
3387,97.503,78.363
3388,97.268,78.245
3389,97.66,78.358
3390,97.307,78.754
3391,98.011,78.582
3392,98.361,78.919
3393,99.138,78.59
3394,98.563,78.667
3395,98.103,77.456
3396,97.828,78.167
3397,98.242,77.992
3398,97.628,78.083
3399,96.691,78.068
3400,96.234,77.607
3401,96.165,78.031
3402,95.849,78.292
3403,95.907,78.769
3404,95.581,78.972
3405,95.377,79.176
3406,95.779,78.914
3407,95.878,78.788
3408,95.544,78.661
3409,95.66,78.496
3410,95.416,78.512
3411,94.995,78.205
3412,95.778,78.761
3413,95.616,78.131
3414,96.174,77.842
3415,95.258,77.281
3416,95.631,77.393
3417,96.123,77.73
3418,96.991,77.99
3419,96.056,77.35
3420,96.893,76.947
3421,97.035,76.506
3422,97.151,76.788
3423,97.138,77.38
3424,97.202,77.639
3425,96.409,77.881
3426,97.409,77.81
3427,98.14,77.545
3428,97.66,77.675
3429,97.748,77.444
3430,97.702,78.018
3431,97.967,78.371
3432,98.369,78.154
3433,98.289,78.504
3434,98.655,78.724
3435,98.816,78.477
3436,98.58,78.644
3437,98.121,78.21
3438,96.214,78.115
3439,96.651,77.763
3440,96.807,77.94
3441,97.116,78.291
3442,97.269,78.0
3443,97.746,77.866
3444,97.282,78.416
3445,97.767,77.811
3446,97.345,78.545
3447,96.958,79.326
3448,96.922,78.864
3449,97.056,78.911
3450,97.187,79.073
3451,97.322,79.396
3452,96.732,79.332
3453,97.31,79.792
3454,97.679,80.547
3455,98.27,80.364
3456,98.633,80.407
3457,98.811,80.824
3458,99.142,80.801
3459,99.577,80.695
3460,98.571,80.775
3461,98.915,80.88
3462,99.478,80.64
3463,99.068,80.933
3464,98.914,80.846
3465,99.363,81.259
3466,99.093,80.925
3467,98.751,80.843
3468,99.213,80.287
3469,99.19,80.094
3470,99.386,80.237
3471,99.246,80.868
3472,99.807,80.55
3473,99.806,80.387
3474,100.047,80.107
3475,100.641,79.914
3476,100.56,79.851
3477,100.608,79.308
3478,100.006,79.811
3479,99.413,80.543
3480,99.688,80.525
3481,98.755,80.89
3482,98.57,80.566
3483,98.638,79.553
3484,97.96,78.901
3485,97.949,78.803
3486,97.646,79.275
3487,97.462,79.563
3488,96.753,78.922
3489,96.607,78.555
3490,95.908,79.034
3491,95.521,79.149
3492,95.523,78.752
3493,95.953,78.985
3494,96.38,78.968
3495,96.245,78.895
3496,96.592,79.306
3497,96.397,79.718
3498,96.493,79.995
3499,96.575,79.583
3500,96.996,79.86
3501,97.495,79.504
3502,97.327,79.489
3503,97.953,79.011
3504,98.637,78.763
3505,98.621,78.305
3506,99.213,78.134
3507,99.146,78.364
3508,99.305,78.409
3509,99.816,79.058
3510,99.875,79.354
3511,99.591,79.47
3512,98.162,79.457
3513,98.596,79.792
3514,99.003,80.235
3515,98.097,80.559
3516,98.106,80.618
3517,98.459,81.104
3518,98.279,81.82
3519,98.582,81.359
3520,97.855,81.559
3521,97.831,81.712
3522,97.838,81.704
3523,98.177,81.417
3524,98.556,81.667
3525,97.487,81.273
3526,97.441,80.654
3527,97.639,79.637
3528,97.576,80.185
3529,97.924,80.084
3530,96.728,80.25
3531,95.793,79.673
3532,95.554,79.222
3533,95.714,78.662
3534,96.065,78.559
3535,96.198,78.601
3536,96.47,78.487
3537,96.649,77.768
3538,96.717,77.739
3539,96.627,77.965
3540,96.054,78.625
3541,95.929,78.55
3542,96.518,78.762
3543,96.534,79.176
3544,96.577,78.937
3545,96.752,79.578
3546,96.963,79.615
3547,96.084,80.023
3548,95.973,80.389
3549,96.378,79.96
3550,96.89,80.296
3551,97.482,80.379
3552,97.904,80.442
3553,97.771,80.873
3554,97.502,80.889
3555,97.747,81.067
3556,97.734,81.282
3557,97.436,80.59
3558,97.54,80.538
3559,97.909,80.523
3560,97.581,80.725
3561,97.972,80.784
3562,98.711,81.347
3563,98.286,81.593
3564,98.174,81.987
3565,97.289,81.591
3566,97.548,82.225
3567,97.429,82.518
3568,96.613,82.504
3569,96.759,82.808
3570,97.062,82.895
3571,96.758,83.226
3572,96.584,83.404
3573,96.454,82.766
3574,95.732,82.467
3575,95.129,81.994
3576,95.558,81.95
3577,95.978,82.253
3578,96.063,82.603
3579,96.133,82.797
3580,96.063,82.879
3581,95.692,82.05
3582,95.265,81.925
3583,95.339,81.894
3584,95.826,82.765
3585,95.722,82.444
3586,95.64,82.773
3587,95.514,82.777
3588,95.679,82.003
3589,95.602,81.967
3590,94.788,81.883
3591,94.773,81.981
3592,94.511,81.836
3593,94.763,81.802
3594,95.047,82.27
3595,95.261,82.547
3596,95.591,82.606
3597,95.854,82.079
3598,96.265,82.462
3599,96.524,82.182
3600,96.5,82.24
3601,96.24,81.984
3602,96.652,81.775
3603,96.332,82.003
3604,96.501,81.278
3605,96.892,81.238
3606,97.182,80.956
3607,97.045,80.735
3608,97.567,80.992
3609,97.961,80.724
3610,98.314,81.044
3611,98.638,81.128
3612,98.02,80.983
3613,97.885,80.785
3614,96.781,79.994
3615,96.652,80.225
3616,96.853,80.935
3617,96.413,80.731
3618,96.839,81.228
3619,96.825,81.829
3620,96.988,82.207
3621,96.819,82.453
3622,96.57,82.175
3623,96.658,81.845
3624,96.876,82.162
3625,96.12,82.803
3626,96.453,82.814
3627,96.082,82.754
3628,96.475,81.819
3629,96.992,81.427
3630,96.498,81.41
3631,96.578,81.698
3632,97.438,82.023
3633,97.489,81.852
3634,97.553,81.651
3635,97.627,81.157
3636,97.496,81.305
3637,98.153,80.99
3638,97.771,80.715
3639,98.227,81.605
3640,98.326,81.449
3641,98.169,81.471
3642,98.349,81.359
3643,97.527,81.22
3644,98.121,81.36
3645,97.933,81.194
3646,98.207,80.529
3647,98.167,79.959
3648,98.612,79.763
3649,99.036,79.629
3650,98.57,80.015
3651,98.428,80.13
3652,98.999,79.849
3653,99.397,80.324
3654,99.545,80.992
3655,99.343,79.814
3656,99.557,79.687
3657,99.948,79.852
3658,100.155,79.522
3659,100.238,79.108
3660,99.394,79.211
3661,99.578,79.642
3662,99.452,78.96
3663,99.899,79.46
3664,99.167,79.345
3665,99.275,79.356
3666,99.706,79.753
3667,99.653,79.456
3668,99.843,79.109
3669,99.947,79.59
3670,99.543,79.301
3671,98.995,78.57
3672,98.697,78.798
3673,98.414,78.94
3674,98.499,79.292
3675,98.766,79.126
3676,97.559,78.998
3677,97.265,79.249
3678,97.696,79.562
3679,97.645,80.168
3680,97.441,80.557
3681,97.556,80.956
3682,97.295,80.863
3683,97.222,80.707
3684,97.846,80.129
3685,97.737,79.684
3686,97.899,80.289
3687,97.671,80.193
3688,97.993,80.14
3689,97.92,80.71
3690,98.108,80.666
3691,98.581,81.2
3692,98.049,80.777
3693,98.27,80.324
3694,98.401,80.302
3695,98.361,80.217
3696,98.709,80.421
3697,98.15,80.944
3698,98.708,80.713
3699,98.389,80.35
3700,97.719,80.469
3701,97.817,80.941
3702,98.499,80.714
3703,98.488,80.907
3704,98.532,81.228
3705,98.516,80.834
3706,99.017,80.593
3707,99.035,80.508
3708,99.723,80.703
3709,100.008,81.129
3710,100.37,80.908
3711,101.117,80.992
3712,101.538,81.006
3713,101.349,81.576
3714,101.847,82.134
3715,100.504,82.008
3716,100.112,81.586
3717,100.198,81.71
3718,99.847,81.993
3719,99.707,81.974
3720,99.041,81.825
3721,99.308,82.072
3722,99.497,81.904
3723,99.341,82.256
3724,99.742,82.514
3725,99.594,83.066
3726,98.862,82.899
3727,98.052,83.016
3728,97.676,83.176
3729,97.332,83.307
3730,97.225,83.571
3731,97.437,82.98
3732,97.025,82.967
3733,97.096,83.226
3734,96.977,83.798
3735,96.776,83.813
3736,96.283,83.94
3737,96.934,83.77
3738,97.119,83.745
3739,97.523,83.551
3740,98.25,83.26
3741,98.35,82.46
3742,98.599,83.034
3743,98.819,82.969
3744,99.215,82.94
3745,98.673,83.577
3746,98.6,83.926
3747,98.595,83.488
3748,98.2,83.266
3749,98.353,82.728
3750,98.482,83.263
3751,99.332,83.202
3752,99.522,83.666
3753,98.647,83.649
3754,98.603,83.736
3755,98.209,82.996
3756,97.515,83.541
3757,97.262,83.467
3758,97.272,84.044
3759,97.016,84.41
3760,96.983,84.467
3761,97.113,84.74
3762,96.804,84.953
3763,96.218,84.738
3764,95.362,84.615
3765,95.381,84.927
3766,95.44,85.004
3767,95.369,85.692
3768,95.697,86.033
3769,95.345,86.137
3770,95.643,85.822
3771,95.981,86.182
3772,95.902,86.692
3773,95.606,87.099
3774,96.247,87.075
3775,96.154,86.596
3776,95.741,86.71
3777,95.306,86.542
3778,95.112,87.347
3779,94.688,86.701
3780,94.77,86.994
3781,94.266,86.919
3782,94.668,86.697
3783,94.91,85.501
3784,94.78,85.416
3785,95.67,85.634
3786,95.514,85.776
3787,95.978,85.868
3788,95.553,85.893
3789,94.852,85.957
3790,95.157,86.074
3791,95.728,86.724
3792,95.57,86.757
3793,95.193,86.175
3794,95.523,86.414
3795,95.569,86.648
3796,95.021,85.85
3797,95.038,86.072
3798,95.886,86.125
3799,96.115,85.749
3800,96.194,86.017
3801,95.334,85.802
3802,95.216,85.487
3803,94.779,85.967
3804,94.266,85.562
3805,94.78,85.217
3806,94.666,84.924
3807,94.603,84.609
3808,94.007,84.223
3809,94.512,84.748
3810,94.449,84.286
3811,95.007,83.949
3812,95.497,83.338
3813,95.764,82.996
3814,96.39,83.618
3815,96.297,83.564
3816,96.136,82.84
3817,95.587,82.604
3818,95.613,82.819
3819,95.398,82.809
3820,94.711,82.148
3821,94.494,82.49
3822,93.781,82.887
3823,93.646,82.327
3824,94.388,82.535
3825,94.265,81.611
3826,93.794,80.967
3827,93.782,80.657
3828,94.341,81.067
3829,94.652,81.358
3830,94.261,81.267
3831,93.761,81.171
3832,93.62,81.088
3833,93.367,80.708
3834,93.451,80.8
3835,94.298,80.179
3836,93.359,79.906
3837,92.777,80.119
3838,91.775,80.237
3839,92.039,79.737
3840,91.918,79.861
3841,91.482,79.493
3842,90.998,80.192
3843,91.036,80.527
3844,90.967,80.572
3845,91.039,79.243
3846,91.07,79.683
3847,91.109,80.178
3848,91.38,80.228
3849,91.304,80.908
3850,91.019,80.964
3851,90.975,81.351
3852,90.582,81.631
3853,90.965,81.266
3854,90.888,81.377
3855,91.085,81.235
3856,91.421,81.305
3857,91.493,81.173
3858,91.891,81.505
3859,91.636,81.17
3860,91.459,81.376
3861,92.194,80.837
3862,92.522,80.977
3863,92.624,81.397
3864,92.418,81.434
3865,92.305,81.318
3866,93.192,81.309
3867,93.429,81.481
3868,93.693,81.919
3869,92.548,82.367
3870,92.924,83.274
3871,92.586,83.47
3872,92.288,83.395
3873,91.811,82.839
3874,91.242,83.005
3875,91.238,82.814
3876,91.294,82.485
3877,91.547,82.256
3878,92.034,82.202
3879,91.99,82.547
3880,92.095,82.504
3881,91.701,81.927
3882,91.981,82.569
3883,92.216,82.288
3884,91.4,82.324
3885,91.779,82.575
3886,92.382,82.609
3887,92.959,83.264
3888,93.371,82.225
3889,93.375,81.747
3890,92.793,81.863
3891,93.062,82.109
3892,93.682,81.375
3893,94.208,81.778
3894,94.979,82.246
3895,95.544,82.172
3896,95.129,82.19
3897,94.788,81.871
3898,95.207,80.87
3899,95.604,80.803
3900,95.56,80.452
3901,95.795,80.773
3902,96.266,80.421
3903,96.212,80.307
3904,96.095,80.767
3905,96.787,80.832
3906,96.235,80.941
3907,95.724,80.613
3908,95.873,80.938
3909,95.846,81.443
3910,95.698,81.832
3911,95.462,81.309
3912,95.271,81.269
3913,95.761,81.58
3914,96.054,81.446
3915,94.938,80.431
3916,94.332,80.246
3917,93.879,80.694
3918,94.171,80.93
3919,94.215,81.256
3920,94.304,81.502
3921,94.884,82.012
3922,94.917,81.302
3923,94.327,81.187
3924,94.916,81.674
3925,94.824,81.259
3926,95.088,81.033
3927,95.532,81.572
3928,96.255,81.836
3929,96.724,81.958
3930,96.61,81.754
3931,96.668,81.744
3932,96.749,82.471
3933,96.828,81.734
3934,97.008,82.122
3935,97.102,82.218
3936,97.49,82.542
3937,97.996,82.642
3938,97.029,82.715
3939,96.365,82.79
3940,96.616,82.692
3941,95.908,82.853
3942,95.645,82.969
3943,95.862,83.268
3944,95.657,83.494
3945,95.935,83.878
3946,95.708,84.086
3947,96.039,84.252
3948,96.039,84.564
3949,96.281,84.949
3950,96.149,84.265
3951,95.868,83.369
3952,96.049,82.592
3953,96.393,82.563
3954,96.559,82.534
3955,96.438,82.836
3956,96.41,82.838
3957,96.087,82.532
3958,95.908,82.626
3959,96.475,82.202
3960,96.562,81.205
3961,95.486,81.477
3962,95.857,81.986
3963,96.167,82.019
3964,96.602,82.573
3965,96.309,82.618
3966,96.266,82.524
3967,96.708,82.964
3968,96.429,82.308
3969,95.739,82.488
3970,96.372,82.231
3971,96.944,82.35
3972,97.083,82.585
3973,96.727,82.367
3974,97.387,82.873
3975,97.402,82.496
3976,96.629,83.015
3977,96.73,83.513
3978,96.786,83.282
3979,96.289,83.563
3980,96.509,83.054
3981,95.907,82.988
3982,95.953,83.002
3983,95.883,82.451
3984,95.847,82.657
3985,95.74,82.457
3986,95.449,82.398
3987,95.272,82.924
3988,95.58,83.057
3989,96.437,83.76
3990,96.397,84.501
3991,96.463,84.891
3992,96.325,83.358
3993,96.138,83.318
3994,95.61,83.578
3995,95.346,83.777
3996,95.292,83.77
3997,95.6,83.51
3998,95.071,84.074
3999,95.047,83.94
4000,94.922,84.109
4001,95.688,84.491
4002,96.294,85.028
4003,95.828,85.082
4004,95.79,85.442
4005,95.833,84.992
4006,95.716,84.599
4007,95.607,85.228
4008,95.186,84.84
4009,95.273,84.451
4010,95.117,84.582
4011,95.685,84.946
4012,94.736,85.397
4013,94.206,85.547
4014,94.53,85.23
4015,95.233,85.082
4016,95.596,84.858
4017,95.434,85.137
4018,95.859,85.197
4019,96.484,85.265
4020,96.446,85.621
4021,96.232,85.337
4022,96.598,85.57
4023,96.115,85.305
4024,95.87,85.53
4025,95.792,85.962
4026,95.741,86.108
4027,96.413,85.849
4028,96.934,85.508
4029,97.276,85.297
4030,97.473,85.272
4031,97.301,85.672
4032,97.798,86.354
4033,97.694,86.52
4034,97.674,86.123
4035,97.635,85.663
4036,98.09,86.235
4037,97.572,86.594
4038,98.004,86.13
4039,97.842,86.03
4040,98.157,85.657
4041,97.563,86.141
4042,96.998,86.462
4043,96.785,86.276
4044,96.889,86.047
4045,96.599,86.659
4046,97.599,86.879
4047,97.626,86.818
4048,98.072,86.74
4049,97.916,86.796
4050,97.64,86.91
4051,97.1,87.771
4052,97.581,87.653
4053,97.079,87.689
4054,98.04,88.057
4055,97.644,87.926
4056,98.111,87.81
4057,98.935,87.815
4058,98.794,88.685
4059,98.681,88.593
4060,98.809,88.403
4061,98.42,88.93
4062,98.451,88.583
4063,98.714,88.876
4064,98.11,88.641
4065,99.11,89.056
4066,98.782,88.744
4067,98.991,87.725
4068,98.745,87.593
4069,98.599,87.589
4070,98.784,87.085
4071,98.501,87.289
4072,97.948,87.379
4073,98.151,87.143
4074,98.35,86.158
4075,98.646,85.969
4076,99.531,84.83
4077,99.767,85.234
4078,100.039,84.939
4079,100.285,85.101
4080,100.213,84.963
4081,100.297,84.885
4082,100.841,84.696
4083,101.305,84.373
4084,101.449,84.641
4085,102.065,84.32
4086,101.689,83.767
4087,101.963,83.734
4088,101.41,83.58
4089,101.608,83.456
4090,100.584,83.249
4091,101.422,83.518
4092,101.204,83.159
4093,100.723,83.214
4094,99.868,83.176
4095,99.983,82.88
4096,98.825,82.321
4097,99.551,82.419
4098,99.392,82.42
4099,99.632,82.318
4100,98.434,82.566
4101,98.397,82.263
4102,98.031,82.053
4103,98.313,82.398
4104,98.671,82.5
4105,99.343,83.223
4106,98.779,83.484
4107,98.576,83.997
4108,98.82,84.699
4109,97.07,85.01
4110,96.525,85.359
4111,96.44,85.146
4112,96.401,85.479
4113,96.933,85.128
4114,96.439,85.548
4115,95.519,85.657
4116,95.635,85.827
4117,95.724,85.812
4118,95.622,86.106
4119,95.201,86.174
4120,95.358,85.937
4121,96.028,86.595
4122,96.276,86.835
4123,96.75,86.814
4124,96.748,86.298
4125,96.201,85.84
4126,96.892,86.261
4127,97.447,85.882
4128,97.912,86.452
4129,98.237,86.199
4130,97.563,86.206
4131,98.281,85.721
4132,97.694,85.25
4133,98.065,85.627
4134,97.772,85.547
4135,97.479,85.629
4136,97.352,86.133
4137,97.522,86.29
4138,97.756,86.249
4139,97.398,85.851
4140,97.705,85.084
4141,97.309,85.46
4142,97.622,84.488
4143,97.348,84.169
4144,96.777,84.293
4145,97.455,84.277
4146,97.805,84.733
4147,97.946,84.802
4148,98.033,85.028
4149,98.107,85.152
